flr,pred_idxs_1,pred_idxs_2,true_positive_1,true_positive_2,missed_idxs_1,missed_idxs_2,freq,saved_pairwise_sim
1383,"[1, 3, 5, 6, 8]",[8],1.0,1.0,[],[],"[5, 5, 5, 6, 7, 3, 3, 6, 4, 5]","[[1.         0.99806576 0.99440246 0.99445983 0.99944072 0.99804415
  0.99300308 0.99749583 0.00966584 0.99888331 1.         0.95238906
  0.9276437  0.92815791 0.97307634 0.96387725 0.91767543 0.95202988
  0.00496737 0.96993085]
 [0.99749024 1.         0.99244332 0.99445983 0.99860179 0.99776474
  0.99160369 0.99638286 0.         0.99776661 0.95215138 1.
  0.91574113 0.91868274 0.95918811 0.95217739 0.90798599 0.93960336
  0.         0.94958245]
 [0.99386503 0.99253938 1.         0.99058172 0.9946868  0.99413244
  0.9890848  0.99415693 0.01270367 0.9946957  0.92775876 0.91629299
  1.         0.90145639 0.93037818 0.92467767 0.89507782 0.92389582
  0.00654956 0.92570153]
 [0.99358617 0.99419729 0.99020431 1.         0.99496644 0.99385303
  0.99132382 0.99220924 0.00220933 0.9946957  0.92788752 0.91878214
  0.90092798 1.         0.93248884 0.9260442  0.90481637 0.91755849
  0.00122241 0.9279779 ]
 [0.99888455 0.9986184  0.99468234 0.99529086 1.         0.99860296
  0.99412259 0.99777407 0.01187517 0.99888331 0.97310696 0.95943701
  0.93034659 0.93281845 1.         0.97487127 0.92383529 0.95641862
  0.0060988  0.97231851]
 [0.99749024 0.99778944 0.99412259 0.99418283 0.99860179 1.
  0.99328296 0.99749583 0.01104667 0.99804578 0.9639017  0.95244716
  0.92460879 0.92637138 0.97485969 1.         0.91970495 0.95545533
  0.00564102 0.96268611]
 [0.99219186 0.9914341  0.98880493 0.99141274 0.99384787 0.99301481
  1.         0.99220924 0.01242751 0.99329983 0.91780917 0.90859181
  0.89508145 0.90532733 0.92387247 0.91978109 1.         0.91186493
  0.00658395 0.91946562]
 [0.99749024 0.99696049 0.99468234 0.99307479 0.99832215 0.99804415
  0.99300308 1.         0.0074565  0.99692909 0.95198125 0.93984244
  0.92369732 0.91778433 0.95632477 0.95537996 0.911632   1.
  0.00395849 0.95055422]
 [0.         0.         0.         0.         0.         0.
  0.         0.         1.         0.         0.         0.
  0.         0.         0.         0.         0.         0.
  1.         0.        ]
 [0.99832683 0.99778944 0.99468234 0.99501385 0.99888143 0.99804415
  0.99356283 0.99638286 0.01021817 1.         0.96994231 0.94985202
  0.92561158 0.92827531 0.97229756 0.96267507 0.91936533 0.95062314
  0.00534679 1.        ]]"
1384,"[2, 5, 6, 7, 9]",[5],1.0,1.0,[],[],"[6, 4, 4, 7, 5, 2, 7, 5, 5, 4]","[[1.         0.99319342 0.99455275 0.99886234 0.98396794 0.02460603
  0.99801023 0.99801249 0.96957123 0.99829449 1.         0.92051652
  0.93131759 0.9595265  0.87625259 0.01215123 0.95256193 0.95625146
  0.82600237 0.9557804 ]
 [0.99347518 1.         0.99225917 0.99658703 0.98196393 0.02460603
  0.99545196 0.99545713 0.96874136 0.99516771 0.9205357  1.
  0.91584927 0.93718886 0.86810767 0.01238964 0.93201004 0.9353369
  0.82333522 0.93474959]
 [0.99546099 0.99290981 1.         0.99715586 0.98396794 0.03566492
  0.99658897 0.99687677 0.96569848 0.99602047 0.93170513 0.91630389
  1.         0.94558147 0.87327564 0.01772518 0.9399312  0.94360981
  0.81301514 0.9400464 ]
 [0.99886525 0.9963131  0.99627294 0.99996184 0.98654452 0.02709428
  0.99886299 0.99914821 0.97178423 0.99886299 0.95957318 0.93724616
  0.94533579 1.         0.88396563 0.01329053 0.97613792 0.98372879
  0.83197261 0.9794838 ]
 [0.98496454 0.98269994 0.98394495 0.98748578 1.         0.03428255
  0.98607163 0.98608745 0.95905947 0.98578738 0.87687121 0.86873533
  0.87319363 0.88441239 1.         0.01708955 0.88211261 0.88371763
  0.79743662 0.88105646]
 [0.         0.         0.         0.         0.         1.
  0.         0.         0.         0.         0.         0.
  0.         0.         0.         1.         0.         0.
  0.         0.        ]
 [0.99801418 0.99517867 0.99569954 0.99886234 0.98511308 0.02654133
  1.         0.99858035 0.97150761 0.99829449 0.95261268 0.93206638
  0.93965496 0.97613592 0.88164708 0.01320809 1.         0.96962285
  0.83185231 0.96847671]
 [0.99801418 0.99517867 0.99598624 0.99914676 0.98511308 0.02543544
  0.99857874 1.         0.97150761 0.99829449 0.95629495 0.93538559
  0.94334619 0.98372619 0.88324958 0.01313324 0.96962054 1.
  0.83214426 0.97197147]
 [0.96907801 0.96795235 0.96387615 0.97127418 0.95705697 0.
  0.97100625 0.97103918 1.         0.97185901 0.82386207 0.82111895
  0.80964099 0.82970936 0.79391472 0.         0.82960168 0.82991043
  1.         0.83023578]
 [0.99858156 0.99517867 0.99541284 0.99914676 0.98511308 0.0268178
  0.99857874 0.99858035 0.97261411 1.         0.95582802 0.93480413
  0.93977112 0.97948223 0.88058761 0.01321512 0.96847694 0.9719738
  0.83247924 1.        ]]"
1385,"[0, 1, 5, 7, 9]",[0 5 9],1.0,1.0,[],[],"[5, 8, 4, 4, 3, 6, 4, 9, 5, 8]","[[1.         0.         0.         0.         0.         0.73081645
  0.         0.         0.         0.6865992  1.         0.
  0.         0.         0.         0.48056316 0.         0.
  0.         0.44008102]
 [0.0051144  0.99991063 0.99837001 0.99837398 0.9962111  0.00644567
  0.99782609 0.99703823 0.99492958 0.00521312 0.00264913 1.
  0.96353085 0.96175179 0.94301009 0.00299316 0.95167314 0.94737844
  0.93378869 0.00286088]
 [0.00915209 0.99864682 1.         1.         0.99810555 0.01104972
  0.99891304 0.99892299 0.99661972 0.01042625 0.00453225 0.96359971
  1.         0.97442542 0.95845717 0.00519178 0.96866209 0.96131299
  0.9432067  0.00493852]
 [0.00672948 0.99864682 1.         1.         0.99810555 0.00828729
  0.99891304 0.99784599 0.99633803 0.00919963 0.00327477 0.96177578
  0.97439312 1.         0.95887553 0.0039303  0.96786373 0.95416203
  0.94111549 0.00415993]
 [0.00538358 0.99648173 0.99809834 0.99810298 1.         0.00644567
  0.9986413  0.99676898 0.99492958 0.00643974 0.0025585  0.94300492
  0.9583748  0.95884598 1.         0.00285704 0.95849511 0.94432597
  0.93025349 0.00312816]
 [0.76366083 0.12395129 0.12442271 0.12411924 0.12368065 1.
  0.12445652 0.12277868 0.12535211 0.80588776 0.51372569 0.06416615
  0.06446345 0.06445891 0.06412342 1.         0.06484107 0.06384322
  0.06508643 0.55964194]
 [0.00915209 0.99783491 0.99864167 0.99864499 0.99837618 0.01104972
  1.         0.99730749 0.99577465 0.01103956 0.00450103 0.95176288
  0.96866111 0.96790327 0.95857595 0.00556212 1.         0.95315859
  0.93775974 0.00545485]
 [0.         0.997023   0.99864167 0.99756098 0.99648173 0.
  0.99728261 1.         0.9943662  0.         0.         0.94723867
  0.96113686 0.95401143 0.94418316 0.         0.9529468  1.
  0.92824685 0.        ]
 [0.04441454 0.99539919 0.99674002 0.99647696 0.99512855 0.04726826
  0.99619565 0.99488422 1.         0.04477154 0.02257133 0.93511127
  0.94423587 0.94225549 0.9316529  0.02386935 0.93888953 0.92986641
  1.         0.02255127]
 [0.72489906 0.12232747 0.12333605 0.12439024 0.12313938 0.80601596
  0.12391304 0.12224017 0.12253521 1.         0.47550585 0.06346667
  0.06365008 0.06409967 0.06380277 0.55937126 0.0641653  0.06326779
  0.06324857 1.        ]]"
1386,"[0, 3, 4, 5, 9]",[5],1.0,1.0,[],[],"[3, 9, 5, 6, 5, 3, 2, 4, 5, 4]","[[1.         0.9584511  0.95650946 0.9521306  0.9464986  0.
  0.95819304 0.95898161 0.95754316 0.95607735 1.         0.79685564
  0.79299015 0.7815298  0.76947101 0.         0.79539789 0.7969183
  0.79308087 0.79089793]
 [0.9606531  0.99996859 0.99774075 0.98284449 0.99047619 0.0529695
  0.99943883 1.         1.         0.98812155 0.80227405 1.
  0.97181069 0.86875863 0.90321659 0.02667273 0.97260091 0.99319344
  0.98176995 0.8904652 ]
 [0.95931478 0.99830413 1.         0.98229109 0.98963585 0.05270198
  0.99803591 0.99886846 0.99858477 0.98674033 0.79849177 0.9718079
  1.         0.86758293 0.89846094 0.02657659 0.96070534 0.97124858
  0.96343939 0.88586133]
 [0.95342612 0.98219333 0.98107879 1.         0.97422969 0.03237025
  0.98204265 0.98274399 0.98160204 0.97569061 0.78508167 0.86735432
  0.86617926 1.         0.83942816 0.01625793 0.86653417 0.86819007
  0.86378414 0.84441757]
 [0.9488758  0.99039005 0.98898616 0.97482014 1.         0.04440877
  0.99074074 0.99066478 0.99094254 0.97955801 0.77452931 0.90274619
  0.89797751 0.84035597 1.         0.02194211 0.90357377 0.90316553
  0.90113736 0.85646025]
 [0.         0.         0.         0.         0.         1.
  0.         0.         0.         0.         0.         0.
  0.         0.         0.         1.         0.         0.
  0.         0.        ]
 [0.96011777 0.99943471 0.99745835 0.98256779 0.9907563  0.04601391
  1.         0.99943423 0.99915086 0.98729282 0.80007773 0.97249394
  0.96055583 0.86743163 0.90366554 0.02287287 1.         0.97382797
  0.96842556 0.88778555]
 [0.96118844 1.         0.99830556 0.9833979  0.9907563  0.05377207
  0.99943883 0.99993004 0.99971695 0.98812155 0.80241917 0.99319633
  0.97126365 0.86964104 0.90367491 0.02708699 0.97394084 1.
  0.98212279 0.89126499]
 [0.95958244 0.99971735 0.99774075 0.98201439 0.9907563  0.05403959
  0.99887767 0.99943423 1.         0.98756906 0.79868762 0.98177788
  0.96345891 0.8652849  0.90165835 0.02709635 0.96856203 0.98212296
  1.         0.88843565]
 [0.95797645 0.98841153 0.98644451 0.97648035 0.97983193 0.03156768
  0.98765432 0.9884017  0.98811209 1.         0.79406979 0.88917061
  0.88452373 0.84424534 0.85546623 0.01516896 0.88690082 0.889933
  0.88706792 1.        ]]"
1387,"[0, 4, 5, 6, 9]",[5],1.0,1.0,[],[],"[4, 5, 2, 4, 7, 7, 4, 8, 4, 5]","[[1.         0.98128808 0.98306557 0.9839688  0.97839239 0.00300687
  0.97690632 0.98208042 0.98059508 0.96950172 1.         0.86801337
  0.86962682 0.87320463 0.85569427 0.00145992 0.8473359  0.86385088
  0.86415815 0.82597028]
 [0.98275862 1.         0.99956578 0.99956672 0.99783924 0.0137457
  0.99389978 0.99912587 0.9978439  0.98883162 0.86874403 1.
  0.97674488 0.97405604 0.95500929 0.00698771 0.92204173 0.96187137
  0.95494332 0.89706619]
 [0.98362069 0.99869452 1.         1.         0.99783924 0.01073883
  0.99477124 0.99956294 0.99956878 0.98926117 0.87009807 0.97669996
  1.         0.98490023 0.95396523 0.00506925 0.92179579 0.95860765
  0.96594796 0.89768396]
 [0.98448276 0.99869452 1.         1.         0.99783924 0.00859107
  0.99389978 0.99825175 0.99956878 0.98969072 0.87351791 0.97397608
  0.98488289 1.         0.94989469 0.00392708 0.92265047 0.9572881
  0.96829973 0.89775068]
 [0.97887931 0.99695387 0.99782892 0.99783362 1.         0.00601375
  0.99302832 0.99737762 0.99611902 0.98969072 0.85594483 0.9548374
  0.95387845 0.94985779 1.         0.00319368 0.91416319 0.94490711
  0.9352134  0.9012393 ]
 [0.         0.         0.         0.         0.         1.
  0.         0.         0.         0.         0.         0.
  0.         0.         0.         1.         0.         0.
  0.         0.        ]
 [0.97715517 0.99260226 0.99435519 0.99350087 0.99265341 0.0137457
  1.         0.99388112 0.99266925 0.98324742 0.84815941 0.92203063
  0.92193548 0.92287716 0.91447773 0.00684633 1.         0.91403603
  0.91597127 0.87316915]
 [0.98275862 0.99825936 0.99956578 0.9982669  0.99740709 0.01718213
  0.99433551 1.         0.99698146 0.98883162 0.86488014 0.96194898
  0.95877154 0.957506   0.9452285  0.00900871 0.9142232  1.
  0.94021673 0.89399934]
 [0.98103448 0.99695387 0.99956578 0.99956672 0.99611063 0.00386598
  0.99302832 0.99694056 1.         0.98840206 0.86421675 0.95471204
  0.96583917 0.96823492 0.93512871 0.00189061 0.91555198 0.93978731
  1.         0.89144333]
 [0.96982759 0.98781549 0.98914459 0.98960139 0.98962835 0.
  0.98344227 0.98863636 0.98835705 1.         0.82571584 0.89634185
  0.89716266 0.89734756 0.90092288 0.         0.87229484 0.89303573
  0.8912377  1.        ]]"
1388,"[1, 2, 3, 4, 9]",[2 4 9],1.0,1.0,[],[],"[5, 6, 6, 6, 8, 8, 5, 6, 3, 1]","[[1.         0.97479814 0.03644094 0.96412144 0.05693484 0.98813431
  0.96524526 0.98727545 0.99001498 0.03656854 1.         0.84235035
  0.01802191 0.80925786 0.02905248 0.8927544  0.81408407 0.88734499
  0.89933588 0.01876612]
 [0.97541766 1.         0.07318555 0.94940202 0.072206   0.98207523
  0.95612522 0.98003992 0.98202696 0.06025759 0.84427405 1.
  0.03691873 0.77499209 0.03707997 0.86850579 0.79036509 0.85672615
  0.86613651 0.03073949]
 [0.24272076 0.25324199 1.         0.24287029 0.8375365  0.25599596
  0.23810698 0.25349301 0.25411882 0.824977   0.12921206 0.13541925
  1.         0.129872   0.59752991 0.13689834 0.12669662 0.13600923
  0.13608864 0.58115296]
 [0.96252983 0.94592611 0.         1.         0.         0.95506185
  0.93172295 0.95459082 0.96305542 0.         0.80560991 0.76785611
  0.         1.         0.         0.78805916 0.7386898  0.78602931
  0.80807632 0.        ]
 [0.10372753 0.14533888 0.81475858 0.13431463 1.         0.14440798
  0.13187084 0.14196607 0.14203694 0.81669733 0.05345536 0.07523712
  0.5694425  0.06914789 1.         0.07475329 0.06809671 0.07357274
  0.07379197 0.57113546]
 [0.98926014 0.9831172  0.10567871 0.95975161 0.1003451  1.
  0.97461178 0.99525948 0.99775337 0.08969641 0.89572534 0.87056912
  0.05365256 0.79779753 0.05169363 1.         0.8407469  0.93167605
  0.94545702 0.04594853]
 [0.96634845 0.95644727 0.06134224 0.93652254 0.06450757 0.97349154
  1.         0.97205589 0.97304044 0.06715731 0.8170037  0.79110823
  0.03065084 0.74762019 0.03308477 0.8387817  1.         0.83356563
  0.83538988 0.03417545]
 [0.98782816 0.98042574 0.09140601 0.95837167 0.08654101 0.99469831
  0.97239339 1.         0.99625562 0.07842686 0.88976616 0.85807353
  0.04662677 0.79455703 0.04441872 0.93123964 0.83454429 1.
  0.93420334 0.03985463]
 [0.99045346 0.98238317 0.09262071 0.96619135 0.08707194 0.99722292
  0.97337934 0.99625749 1.         0.07888684 0.90154098 0.86745145
  0.04711742 0.81580327 0.04504875 0.94513184 0.83642699 0.93423115
  1.         0.04026055]
 [0.         0.         0.76860006 0.         0.78762941 0.
  0.         0.         0.         1.         0.         0.
  0.51863744 0.         0.53927746 0.         0.         0.
  0.         1.        ]]"
1389,"[1, 2, 3, 4, 5]",[3],0.0,0.0,[],[],"[4, 4, 3, 3, 3, 5, 4, 5, 4, 4]","[[1.         0.97610922 0.9862069  0.12202381 0.96232877 0.89520958
  0.94025157 0.97610922 0.94237288 0.97324415 1.         0.83872223
  0.91951504 0.06587216 0.82018595 0.67560125 0.75449724 0.87322437
  0.76796271 0.84739944]
 [0.9760274  1.         0.98275862 0.11904762 0.94863014 0.87724551
  0.91823899 0.96587031 0.93898305 0.96655518 0.83834468 1.
  0.85860243 0.06368535 0.78810873 0.65464532 0.7253259  0.82389686
  0.74957021 0.81372621]
 [0.98630137 0.98293515 1.         0.12797619 0.96917808 0.89520958
  0.93710692 0.97610922 0.94915254 0.97993311 0.92003361 0.85984158
  1.         0.0718908  0.83364895 0.68012445 0.7551375  0.88539143
  0.78289862 0.86774939]
 [0.         0.         0.         1.         0.         0.
  0.         0.         0.         0.         0.         0.
  0.         1.         0.         0.         0.         0.
  0.         0.        ]
 [0.97260274 0.95904437 0.97931034 0.13095238 1.         0.88023952
  0.92138365 0.9556314  0.92542373 0.95986622 0.82127731 0.78988665
  0.83358638 0.07154169 1.         0.6496323  0.72098949 0.79810789
  0.73027085 0.7872883 ]
 [0.88356164 0.86348123 0.88275862 0.         0.85616438 1.
  0.81446541 0.86348123 0.83050847 0.88963211 0.65272553 0.63115532
  0.65534708 0.         0.62263497 1.         0.57456499 0.64222388
  0.59069653 0.66442446]
 [0.93835616 0.91467577 0.93448276 0.04761905 0.90753425 0.82335329
  1.         0.91808874 0.88813559 0.91973244 0.74399957 0.7142498
  0.74301141 0.02592894 0.70728243 0.58559607 1.         0.72438739
  0.67013724 0.71567414]
 [0.98630137 0.97610922 0.9862069  0.12797619 0.95547945 0.88622754
  0.93081761 1.         0.93898305 0.96655518 0.87345981 0.82463444
  0.88486244 0.06760696 0.79725228 0.66641204 0.73618015 1.
  0.74539335 0.81528991]
 [0.94520548 0.94197952 0.95172414 0.11607143 0.91780822 0.8502994
  0.89622642 0.93174061 1.         0.94314381 0.76713965 0.74926887
  0.78071567 0.06255868 0.72766117 0.61630202 0.68254166 0.74401483
  1.         0.75106793]
 [0.97260274 0.96587031 0.97931034 0.10119048 0.94863014 0.89820359
  0.92138365 0.9556314  0.93898305 1.         0.84618472 0.81268196
  0.86583221 0.0584364  0.78428585 0.68403429 0.72516288 0.81347319
  0.74997328 1.        ]]"
1390,"[0, 1, 2, 3, 9]",[0 1 2 3 9],1.0,1.0,[],[],"[4, 7, 4, 4, 4, 5, 6, 7, 7, 8]","[[1.00000000e+00 8.46310285e-01 7.98803526e-01 7.74921065e-01
  3.07467911e-01 3.08411215e-01 3.09879801e-01 3.06211724e-01
  3.07669959e-01 8.23952880e-01 1.00000000e+00 6.09292714e-01
  5.50896995e-01 5.26612060e-01 1.68557595e-01 1.68536310e-01
  1.69435840e-01 1.67721046e-01 1.68110894e-01 5.80257253e-01]
 [7.78991597e-01 1.00000000e+00 8.00062972e-01 6.81100586e-01
  0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00
  0.00000000e+00 8.34751309e-01 5.30337297e-01 1.00000000e+00
  5.52813057e-01 4.34385195e-01 0.00000000e+00 0.00000000e+00
  0.00000000e+00 0.00000000e+00 0.00000000e+00 5.92494910e-01]
 [7.31512605e-01 8.14642650e-01 1.00000000e+00 6.79296346e-01
  7.78879813e-02 7.79789720e-02 7.76898270e-02 7.69903762e-02
  7.64090645e-02 8.13481675e-01 4.81279835e-01 5.70323381e-01
  1.00000000e+00 4.33535676e-01 4.00381453e-02 3.96641445e-02
  3.97649080e-02 3.95370622e-02 3.91566097e-02 5.66741411e-01]
 [7.90756303e-01 7.94015107e-01 7.76448363e-01 1.00000000e+00
  3.56767795e-01 3.54848131e-01 3.57959543e-01 3.53455818e-01
  3.55897734e-01 8.01701571e-01 5.43236087e-01 5.45994828e-01
  5.26783381e-01 1.00000000e+00 1.97996885e-01 1.97150489e-01
  1.98846266e-01 1.96185675e-01 1.97712863e-01 5.54542500e-01]
 [2.94117647e-03 3.48634515e-03 5.03778337e-03 5.41271989e-03
  1.00000000e+00 9.98247664e-01 9.99413662e-01 9.97958589e-01
  9.98837885e-01 4.58115183e-03 2.34996190e-03 1.81396378e-03
  2.72975974e-03 2.65018080e-03 1.00000000e+00 9.70691591e-01
  9.72846012e-01 9.51114624e-01 9.67789071e-01 2.22996618e-03]
 [6.30252101e-03 5.22951772e-03 6.92695214e-03 4.51059991e-03
  9.98833139e-01 1.00000000e+00 1.00000000e+00 9.99416740e-01
  9.99418942e-01 5.56282722e-03 3.15877295e-03 2.64874196e-03
  3.17556091e-03 2.43258330e-03 9.70716101e-01 1.00000000e+00
  9.77110097e-01 9.61424976e-01 9.73595919e-01 2.60377771e-03]
 [1.13445378e-02 8.42533411e-03 9.76070529e-03 1.21786198e-02
  9.99416569e-01 9.99415888e-01 1.00000000e+00 9.97958589e-01
  9.99418942e-01 1.04712042e-02 6.03460223e-03 4.44899304e-03
  5.07926433e-03 6.33648147e-03 9.72917694e-01 9.77151414e-01
  1.00000000e+00 9.53381133e-01 9.72756403e-01 5.04611805e-03]
 [8.40336135e-04 3.19581639e-03 3.77833753e-03 0.00000000e+00
  9.97957993e-01 9.98831776e-01 9.97947816e-01 1.00000000e+00
  9.96804184e-01 5.42413734e-02 9.48753463e-04 1.41671964e-03
  1.81211555e-03 0.00000000e+00 9.51095170e-01 9.61377324e-01
  9.53239140e-01 1.00000000e+00 9.49847675e-01 2.79424269e-02]
 [0.00000000e+00 0.00000000e+00 0.00000000e+00 9.02119982e-04
  9.99416569e-01 9.99415888e-01 1.00000000e+00 9.97375328e-01
  1.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00
  0.00000000e+00 4.83892457e-04 9.67730535e-01 9.73525796e-01
  9.72634655e-01 9.49776522e-01 1.00000000e+00 0.00000000e+00]
 [7.74369748e-01 8.52701917e-01 8.20843829e-01 7.26657645e-01
  1.12602100e-01 1.11857477e-01 1.13456464e-01 8.83852173e-02
  1.11563045e-01 1.00000000e+00 5.24580328e-01 6.16034307e-01
  5.75132063e-01 4.77091589e-01 5.81573549e-02 5.77221910e-02
  5.83298171e-02 4.56942988e-02 5.77646704e-02 1.00000000e+00]]"
1391,"[0, 1, 3, 6, 7]",[1 7],1.0,1.0,[],[],"[8, 8, 3, 8, 9, 6, 2, 6, 2, 2]","[[1.         0.02326275 0.99637681 0.99697337 0.98538186 0.997543
  0.99414844 0.02351404 0.99273168 0.99614597 1.         0.01171485
  0.93830081 0.9481022  0.87746591 0.95567154 0.93088263 0.01172307
  0.91448648 0.94533753]
 [0.         1.         0.         0.         0.         0.
  0.         0.81776617 0.         0.         0.         1.
  0.         0.         0.         0.         0.         0.57306947
  0.         0.        ]
 [0.99633588 0.01222786 1.         0.9933414  0.9847852  0.99416462
  0.99291654 0.01241019 0.9909146  0.9972661  0.93795471 0.00617111
  1.         0.91967271 0.87725353 0.92848825 0.91539169 0.00605627
  0.90262811 0.94395793]
 [0.99755725 0.01521026 0.99396135 1.         0.98359189 0.99539312
  0.99260856 0.01502286 0.99061175 0.9972661  0.94788159 0.00751377
  0.91978123 1.         0.87106726 0.93425884 0.91292052 0.00755261
  0.9040931  0.94901869]
 [0.98473282 0.         0.98429952 0.98244552 1.         0.98157248
  0.98213736 0.         0.9766808  0.9854192  0.87601343 0.
  0.87649134 0.87009116 1.         0.86564332 0.86869309 0.
  0.85025507 0.87810565]
 [0.99816794 0.0295258  0.99486715 0.99546005 0.98299523 1.
  0.99414844 0.03135206 0.99212598 0.99848117 0.95580743 0.01474462
  0.92910516 0.9347378  0.86762436 1.         0.92367324 0.01538101
  0.9099121  0.9567372 ]
 [0.99480916 0.03220996 0.99365942 0.99273608 0.98359189 0.99416462
  1.         0.02470323 0.98818898 0.9963548  0.93118937 0.01610074
  0.91623704 0.91367393 0.87080723 0.92377829 1.         0.01223857
  0.88964295 0.93286545]
 [0.0870229  0.83358187 0.08695652 0.08656174 0.08681384 0.08845209
  0.0434247  1.         0.08631133 0.08748481 0.04446995 0.59205165
  0.04435158 0.04449939 0.04446199 0.04507919 0.02214948 1.
  0.04430976 0.04429916]
 [0.99267176 0.01521026 0.99094203 0.99001211 0.97732697 0.99140049
  0.98737296 0.01469628 1.         0.99392467 0.91412196 0.00750203
  0.90275851 0.90409197 0.85137846 0.90924987 0.8886785  0.0073439
  1.         0.91750531]
 [0.99605566 0.01819266 0.99728261 0.9966707  0.98597852 0.99785012
  0.99568833 0.01894187 0.99394306 1.         0.94492397 0.009421
  0.94414119 0.94911666 0.87925402 0.95650344 0.93240967 0.0092522
  0.91766481 1.        ]]"
1392,"[0, 1, 6, 7, 8]",[0 1 6 7 8],1.0,1.0,[],[],"[5, 3, 3, 2, 4, 3, 4, 5, 5, 9]","[[1.         0.70086015 0.         0.         0.         0.
  0.70800227 0.71726862 0.64146658 0.         1.         0.45233142
  0.         0.         0.         0.         0.45972754 0.46804304
  0.40093504 0.        ]
 [0.81956188 1.         0.41341814 0.42422972 0.42425514 0.39688641
  0.81328036 0.85158014 0.8082414  0.42559899 0.57469051 1.
  0.23404089 0.24113212 0.24123639 0.22341812 0.5668494  0.61468236
  0.56139319 0.24168885]
 [0.06379708 0.08983753 1.         0.98448962 0.98405371 0.91773977
  0.10556186 0.08718962 0.10155743 0.9840269  0.03249626 0.04573062
  1.         0.87356146 0.87357001 0.71270639 0.05421796 0.04422987
  0.05175136 0.87284665]
 [0.08320523 0.12488054 0.98440706 1.         0.99916072 0.93561407
  0.13110102 0.12274266 0.1385464  0.99936948 0.04257151 0.06441066
  0.87487814 1.         0.98101079 0.74571157 0.06785974 0.06311852
  0.07173028 0.99053868]
 [0.08455035 0.1264734  0.98440706 0.9995808  1.         0.93734384
  0.13138479 0.1241535  0.14049319 0.99936948 0.04319312 0.06514657
  0.87496784 0.98102312 1.         0.74897086 0.06832551 0.06379523
  0.07253263 0.97786703]
 [0.         0.         0.9115716  0.92957451 0.93096937 1.
  0.         0.         0.         0.92917192 0.         0.
  0.70305685 0.73440478 0.73763866 1.         0.         0.
  0.         0.73366286]
 [0.80226749 0.7903791  0.3528929  0.35820583 0.3573227  0.32289064
  1.         0.8219526  0.81505516 0.35834384 0.55525943 0.54085952
  0.1953031  0.19856401 0.19844405 0.17682168 1.         0.57764886
  0.56859647 0.19889435]
 [0.8074558  0.83243071 0.33586377 0.34835464 0.34830046 0.3190467
  0.82094211 1.         0.81797534 0.34909626 0.56101472 0.59054603
  0.18478107 0.19248284 0.19254186 0.17477295 0.57659771 1.
  0.57284538 0.19300688]
 [0.78766334 0.81172348 0.43147312 0.44351289 0.44376836 0.40784163
  0.83825199 0.84170429 1.         0.4445145  0.53892873 0.56530738
  0.24566592 0.25378841 0.25394903 0.23034845 0.59664827 0.60161241
  1.         0.25437962]
 [0.08551115 0.12902198 0.98379155 0.9991616  0.99874108 0.93522968
  0.13337117 0.1258465  0.14211551 1.         0.0438955  0.06638988
  0.87434479 0.99055176 0.97788327 0.74535386 0.06953245 0.06502126
  0.07374838 1.        ]]"
